"","v","CATE_v","mean_est","mean_SE","bias","alg","CI.80","CI.80.SE","CI.95","CI.95.SE"
"1","-0.25","-0.09765625",-0.109526422058596,0.0613541795670935,0,"ch = 0.25",0.89,0.031288975694324,0.97,0.017058722109232
"2","-0.25","-0.09765625",-0.103493010957967,0.041580727694587,0,"ch = 0.5",0.87,0.0336303434416005,1,0
"3","-0.25","-0.09765625",-0.0887222803427475,0.029899812723761,0,"ch = 1",0.82,0.0384187454245971,0.93,0.0255147016443461
"4","-0.25","-0.09765625",-0.0280515914289175,0.0146698188265007,1,"ch = 0.25",0.08,0.0271293199325011,0.15,0.0357071421427143
"5","-0.25","-0.09765625",-0.0277198838007998,0.0103195288613983,1,"ch = 0.5",0.02,0.014,0.06,0.0237486841740758
"6","-0.25","-0.09765625",-0.0242878623289918,0.00778196297912209,1,"ch = 1",0,0,0.01,0.0099498743710662
"7","0","0",0.00623731628224039,0.055171105822409,0,"ch = 0.25",0.72,0.0448998886412873,0.96,0.0195959179422654
"8","0","0",0.0023894602999944,0.0391558845931338,0,"ch = 0.5",0.79,0.0407308237088326,0.95,0.0217944947177034
"9","0","0",0.0195748150268986,0.0321226167775829,0,"ch = 1",0.61,0.0487749935930288,0.96,0.0195959179422654
"10","0","0",0.0552611344880632,0.0226786053226175,1,"ch = 0.25",0.11,0.031288975694324,0.21,0.0407308237088326
"11","0","0",0.0563321697831471,0.0161307529942408,1,"ch = 0.5",0.06,0.0237486841740758,0.1,0.03
"12","0","0",0.0626937676473391,0.012188113414548,1,"ch = 1",0.04,0.0195959179422654,0.04,0.0195959179422654
"13","0.25","0.31640625",0.322982217775593,0.136827123650043,0,"ch = 0.25",0.88,0.0324961536185438,0.95,0.0217944947177034
"14","0.25","0.31640625",0.327388348913583,0.105132790858618,0,"ch = 0.5",0.9,0.03,0.96,0.0195959179422654
"15","0.25","0.31640625",0.305525710361464,0.0761116909483941,0,"ch = 1",0.79,0.0407308237088326,0.95,0.0217944947177034
"16","0.25","0.31640625",0.233156558300862,0.0743592904481956,1,"ch = 0.25",0.53,0.0499099188538711,0.73,0.0443959457608462
"17","0.25","0.31640625",0.228843831883493,0.0496144405699725,1,"ch = 0.5",0.37,0.0482804308182932,0.5,0.05
"18","0.25","0.31640625",0.224445272868442,0.032987566542725,1,"ch = 1",0.23,0.0420832508250016,0.37,0.0482804308182932
