"","v","CATE_v","mean_est","mean_SE","bias","alg","CI.80","CI.80.SE","CI.95","CI.95.SE"
"1","-0.25","-0.09765625",-0.0394560063448792,0.0215742429502368,0,"ch = 0.25",0.12,0.0324961536185438,0.27,0.0443959457608462
"2","-0.25","-0.09765625",-0.039202006497289,0.0154479819234223,0,"ch = 0.5",0.06,0.0237486841740758,0.11,0.031288975694324
"3","-0.25","-0.09765625",-0.0332095527324142,0.0107461878366181,0,"ch = 1",0.01,0.0099498743710662,0.02,0.014
"4","-0.25","-0.09765625",0.00444411091826423,0.00279827465129549,1,"ch = 0.25",0,0,0,0
"5","-0.25","-0.09765625",0.00465931899400639,0.00215480405180409,1,"ch = 0.5",0,0,0,0
"6","-0.25","-0.09765625",0.00597060050203687,0.00185728929807695,1,"ch = 1",0,0,0,0
"7","0","0",0.00419784982146769,0.0158576940764813,0,"ch = 0.25",0.64,0.048,0.94,0.0237486841740758
"8","0","0",0.00821519369256623,0.0122919708139238,0,"ch = 0.5",0.5,0.05,0.8,0.04
"9","0","0",0.0182790567237104,0.0109436924931337,0,"ch = 1",0.37,0.0482804308182932,0.55,0.049749371855331
"10","0","0",0.0302282022235251,0.0117622206218663,1,"ch = 0.25",0.05,0.0217944947177034,0.16,0.0366606055596467
"11","0","0",0.0320073718418449,0.00859148111004485,1,"ch = 0.5",0.03,0.017058722109232,0.08,0.0271293199325011
"12","0","0",0.0350341970916374,0.00605997554214361,1,"ch = 1",0.04,0.0195959179422654,0.05,0.0217944947177034
"13","0.25","0.31640625",0.160039090995422,0.0556007870593206,0,"ch = 0.25",0.1,0.03,0.3,0.0458257569495584
"14","0.25","0.31640625",0.160498331939214,0.0388677523043565,0,"ch = 0.5",0.04,0.0195959179422654,0.13,0.0336303434416005
"15","0.25","0.31640625",0.154893678291387,0.0268149339789247,0,"ch = 1",0,0,0.04,0.0195959179422654
"16","0.25","0.31640625",0.0890806832367309,0.0305222032795839,1,"ch = 0.25",0,0,0.03,0.017058722109232
"17","0.25","0.31640625",0.0941985172533958,0.0223745906501451,1,"ch = 0.5",0,0,0.01,0.0099498743710662
"18","0.25","0.31640625",0.0949719877909251,0.0152689165992314,1,"ch = 1",0,0,0,0
