"","v","CATE_v","mean_est","mean_SE","bias","alg","CI.80","CI.80.SE","CI.95","CI.95.SE"
"1","-0.25","-0.09765625",-0.036197479916651,0.0247925738612765,0,"ch = 0.25",0.1,0.03,0.3,0.0458257569495584
"2","-0.25","-0.09765625",-0.0316644565447766,0.0169278751991226,0,"ch = 0.5",0.01,0.0099498743710662,0.09,0.0286181760425084
"3","-0.25","-0.09765625",-0.025312457604733,0.0116747897745416,0,"ch = 1",0,0,0,0
"4","-0.25","-0.09765625",0.0238363612352342,0.00908601690039237,1,"ch = 0.25",0,0,0,0
"5","-0.25","-0.09765625",0.0221320271074964,0.00570401064012245,1,"ch = 0.5",0,0,0,0
"6","-0.25","-0.09765625",0.0228704949601816,0.00402899564308633,1,"ch = 1",0,0,0,0
"7","0","0",0.00791449752664594,0.0180111841907718,0,"ch = 0.25",0.6,0.0489897948556636,0.84,0.0366606055596467
"8","0","0",0.00953783618637987,0.0134382377738038,0,"ch = 0.5",0.49,0.0499899989998,0.68,0.0466476151587624
"9","0","0",0.0173879769894974,0.0109155416642998,0,"ch = 1",0.45,0.049749371855331,0.6,0.0489897948556636
"10","0","0",0.0406359583974794,0.013718780837881,1,"ch = 0.25",0.03,0.017058722109232,0.13,0.0336303434416005
"11","0","0",0.040843807252261,0.00946701196363413,1,"ch = 0.5",0,0,0.02,0.014
"12","0","0",0.0401182029371842,0.00601158378648623,1,"ch = 1",0,0,0,0
"13","0.25","0.31640625",0.141555113382965,0.0500805591150135,0,"ch = 0.25",0.08,0.0271293199325011,0.16,0.0366606055596467
"14","0.25","0.31640625",0.140919549591898,0.0345800669024919,0,"ch = 0.5",0,0,0.09,0.0286181760425084
"15","0.25","0.31640625",0.133170979426298,0.0239159610128708,0,"ch = 1",0,0,0.01,0.0099498743710662
"16","0.25","0.31640625",0.0558097012928714,0.0184834593212822,1,"ch = 0.25",0,0,0.02,0.014
"17","0.25","0.31640625",0.0576977313419631,0.0128631223985936,1,"ch = 0.5",0,0,0,0
"18","0.25","0.31640625",0.0566462983382639,0.00814677848489403,1,"ch = 1",0,0,0,0
