"","v","CATE_v","mean_est","mean_SE","bias","alg","CI.80","CI.80.SE","CI.95","CI.95.SE"
"1","-0.25","-0.09765625",-0.0855600635938621,0.0527523251148077,0,"ch = 0.25",0.86,0.0346987031457949,0.94,0.0237486841740758
"2","-0.25","-0.09765625",-0.0857586329780163,0.0378803860029745,0,"ch = 0.5",0.82,0.0384187454245971,0.95,0.0217944947177034
"3","-0.25","-0.09765625",-0.0727369478031105,0.026382392181158,0,"ch = 1",0.61,0.0487749935930288,0.87,0.0336303434416005
"4","-0.25","-0.09765625",0.00444411091826423,0.00279827465129549,1,"ch = 0.25",0,0,0,0
"5","-0.25","-0.09765625",0.00465931899400639,0.00215480405180409,1,"ch = 0.5",0,0,0,0
"6","-0.25","-0.09765625",0.00597060050203687,0.00185728929807695,1,"ch = 1",0,0,0,0
"7","0","0",-0.00789319348589491,0.0393516923641921,0,"ch = 0.25",0.82,0.0384187454245971,0.95,0.0217944947177034
"8","0","0",0.000339610841663068,0.029902761152731,0,"ch = 0.5",0.86,0.0346987031457949,0.99,0.0099498743710662
"9","0","0",0.0174312290476879,0.0243050844669905,0,"ch = 1",0.74,0.0438634243989226,0.92,0.0271293199325011
"10","0","0",0.0302282022235251,0.0117622206218663,1,"ch = 0.25",0.05,0.0217944947177034,0.16,0.0366606055596467
"11","0","0",0.0320073718418449,0.00859148111004485,1,"ch = 0.5",0.03,0.017058722109232,0.08,0.0271293199325011
"12","0","0",0.0350341970916374,0.00605997554214361,1,"ch = 1",0.04,0.0195959179422654,0.05,0.0217944947177034
"13","0.25","0.31640625",0.265637992691635,0.0985716921902005,0,"ch = 0.25",0.77,0.0420832508250016,0.9,0.03
"14","0.25","0.31640625",0.265289146183692,0.070226778944056,0,"ch = 0.5",0.71,0.0453762052181537,0.87,0.0336303434416005
"15","0.25","0.31640625",0.253433630861062,0.0503989618513553,0,"ch = 1",0.5,0.05,0.72,0.0448998886412873
"16","0.25","0.31640625",0.0890806832367309,0.0305222032795839,1,"ch = 0.25",0,0,0.03,0.017058722109232
"17","0.25","0.31640625",0.0941985172533958,0.0223745906501451,1,"ch = 0.5",0,0,0.01,0.0099498743710662
"18","0.25","0.31640625",0.0949719877909251,0.0152689165992314,1,"ch = 1",0,0,0,0
