"","v","CATE_v","mean_est","mean_SE","bias","alg","CI.80","CI.80.SE","CI.95","CI.95.SE"
"1","-0.25","-0.09765625",-0.09105376616677,0.0465835583411543,0,"ch = 0.25",0.83,0.0375632799419859,0.94,0.0237486841740758
"2","-0.25","-0.09765625",-0.0860287213017258,0.0312017911084341,0,"ch = 0.5",0.77,0.0420832508250016,0.91,0.0286181760425084
"3","-0.25","-0.09765625",-0.0741190899522391,0.0218120653381944,0,"ch = 1",0.54,0.0498397431775085,0.76,0.0427083130081252
"4","-0.25","-0.09765625",-0.0280515914289175,0.0146698188265007,1,"ch = 0.25",0.08,0.0271293199325011,0.15,0.0357071421427143
"5","-0.25","-0.09765625",-0.0277198838007998,0.0103195288613983,1,"ch = 0.5",0.02,0.014,0.06,0.0237486841740758
"6","-0.25","-0.09765625",-0.0242878623289918,0.00778196297912209,1,"ch = 1",0,0,0.01,0.0099498743710662
"7","0","0",0.0108232801790728,0.0376566124106837,0,"ch = 0.25",0.73,0.0443959457608462,0.94,0.0237486841740758
"8","0","0",0.0106673617499736,0.0272739351430534,0,"ch = 0.5",0.72,0.0448998886412873,0.93,0.0255147016443461
"9","0","0",0.0247562343086699,0.022345686554479,0,"ch = 1",0.49,0.0499899989998,0.77,0.0420832508250016
"10","0","0",0.0552611344880632,0.0226786053226175,1,"ch = 0.25",0.11,0.031288975694324,0.21,0.0407308237088326
"11","0","0",0.0563321697831471,0.0161307529942408,1,"ch = 0.5",0.06,0.0237486841740758,0.1,0.03
"12","0","0",0.0626937676473391,0.012188113414548,1,"ch = 1",0.04,0.0195959179422654,0.04,0.0195959179422654
"13","0.25","0.31640625",0.293569699899243,0.106733942182551,0,"ch = 0.25",0.87,0.0336303434416005,0.93,0.0255147016443461
"14","0.25","0.31640625",0.291049168888679,0.075669792080816,0,"ch = 0.5",0.84,0.0366606055596467,0.93,0.0255147016443461
"15","0.25","0.31640625",0.273286724297474,0.0527735242014803,0,"ch = 1",0.62,0.0485386443980464,0.81,0.0392300904918661
"16","0.25","0.31640625",0.233156558300862,0.0743592904481956,1,"ch = 0.25",0.53,0.0499099188538711,0.73,0.0443959457608462
"17","0.25","0.31640625",0.228843831883493,0.0496144405699725,1,"ch = 0.5",0.37,0.0482804308182932,0.5,0.05
"18","0.25","0.31640625",0.224445272868442,0.032987566542725,1,"ch = 1",0.23,0.0420832508250016,0.37,0.0482804308182932
