"","v","CATE_v","mean_est","mean_SE","bias","alg","CI.80","CI.80.SE","CI.95","CI.95.SE"
"1","-0.25","-0.09765625",-0.0794108148607904,0.038536498299305,0,"ch = 0.25",0.7,0.0458257569495584,0.84,0.0366606055596467
"2","-0.25","-0.09765625",-0.0750925346747289,0.0257068044826854,0,"ch = 0.5",0.62,0.0485386443980464,0.78,0.041424630354416
"3","-0.25","-0.09765625",-0.0650363306351459,0.0178029148495621,0,"ch = 1",0.33,0.047021271782035,0.5,0.05
"4","-0.25","-0.09765625",-0.0280515914289175,0.0146698188265007,1,"ch = 0.25",0.08,0.0271293199325011,0.15,0.0357071421427143
"5","-0.25","-0.09765625",-0.0277198838007998,0.0103195288613983,1,"ch = 0.5",0.02,0.014,0.06,0.0237486841740758
"6","-0.25","-0.09765625",-0.0242878623289918,0.00778196297912209,1,"ch = 1",0,0,0.01,0.0099498743710662
"7","0","0",0.0169561821597213,0.03072225963804,0,"ch = 0.25",0.67,0.047021271782035,0.88,0.0324961536185438
"8","0","0",0.017222012046018,0.0226078228247978,0,"ch = 0.5",0.63,0.0482804308182932,0.85,0.0357071421427143
"9","0","0",0.0302769611591298,0.0187517846010694,0,"ch = 1",0.32,0.0466476151587624,0.55,0.049749371855331
"10","0","0",0.0552611344880632,0.0226786053226175,1,"ch = 0.25",0.11,0.031288975694324,0.21,0.0407308237088326
"11","0","0",0.0563321697831471,0.0161307529942408,1,"ch = 0.5",0.06,0.0237486841740758,0.1,0.03
"12","0","0",0.0626937676473391,0.012188113414548,1,"ch = 1",0.04,0.0195959179422654,0.04,0.0195959179422654
"13","0.25","0.31640625",0.281585695539503,0.0977176397913243,0,"ch = 0.25",0.87,0.0336303434416005,0.94,0.0237486841740758
"14","0.25","0.31640625",0.277809676394164,0.0678457274204399,0,"ch = 0.5",0.72,0.0448998886412873,0.92,0.0271293199325011
"15","0.25","0.31640625",0.262181699814107,0.0466899926135663,0,"ch = 1",0.48,0.0499599839871872,0.7,0.0458257569495584
"16","0.25","0.31640625",0.233156558300862,0.0743592904481956,1,"ch = 0.25",0.53,0.0499099188538711,0.73,0.0443959457608462
"17","0.25","0.31640625",0.228843831883493,0.0496144405699725,1,"ch = 0.5",0.37,0.0482804308182932,0.5,0.05
"18","0.25","0.31640625",0.224445272868442,0.032987566542725,1,"ch = 1",0.23,0.0420832508250016,0.37,0.0482804308182932
