"","v","CATE_v","mean_est","mean_SE","bias","alg","CI 80","CI 80 SE","CI 95","CI 95 SE"
"1","25","0",34.643613170315,2449.82603638888,0,"ch = 0.25",1,0,1,0
"2","30","0",2722.42425235339,1931.12084372409,0,"ch = 0.25",0,0,1,0
"3","35","0",5768.22114748702,2778.04306524768,0,"ch = 0.25",0,0,0,0
"4","40","0",-2836.84640654104,6891.64438645487,0,"ch = 0.25",1,0,1,0
"5","45","0",13461.7994704731,7207.93338200489,0,"ch = 0.25",0,0,1,0
"6","50","0",12444.786827931,5847.07175679939,0,"ch = 0.25",0,0,0,0
"7","55","0",14738.8291051618,6023.98490493999,0,"ch = 0.25",0,0,0,0
"8","60","0",15928.235602502,8041.39896722303,0,"ch = 0.25",0,0,0,0
"9","65","0",5168.40537668401,19124.8852286186,0,"ch = 0.25",1,0,1,0
