"","v","CATE_v","mean_est","mean_SE","bias","alg","CI.80","CI.80.SE","CI.95","CI.95.SE"
"1","25","0",-398.68376641038,2315.84667879627,0,"ch = 0.25",1,0,1,0
"2","30","0",2635.1080132029,1697.22331746187,0,"ch = 0.25",0,0,1,0
"3","35","0",6001.47655394739,2771.68566952397,0,"ch = 0.25",0,0,0,0
"4","40","0",-1922.41588849077,7136.43571295322,0,"ch = 0.25",1,0,1,0
"5","45","0",11680.7414280623,7339.6334509015,0,"ch = 0.25",0,0,1,0
"6","50","0",13190.3377070927,5963.3030202023,0,"ch = 0.25",0,0,0,0
"7","55","0",14547.232721704,6142.03140053959,0,"ch = 0.25",0,0,0,0
"8","60","0",11431.7189915955,7500.522597086,0,"ch = 0.25",0,0,1,0
"9","65","0",3414.81693577374,18250.8158718347,0,"ch = 0.25",1,0,1,0
