"","v","CATE_v","mean_est","mean_SE","bias","alg","CI.80","CI.80.SE","CI.95","CI.95.SE"
"1","-0.25","-0.09765625",-0.100383195004328,0.051928477183491,0,"ch = 0.25",0.862,0.01542439626047,0.93,0.0114105214604767
"2","-0.25","-0.09765625",-0.0947446528323333,0.0362554149125864,0,"ch = 0.5",0.836,0.0165592270351004,0.952,0.00955991631762538
"3","-0.25","-0.09765625",-0.077291085810401,0.0247321181768009,0,"ch = 1",0.63,0.0215916650585359,0.822,0.0171064899964896
"4","-0.25","-0.09765625",-0.0758113134440089,0.0273617993092972,1,"ch = 0.25",0.64,0.021466252583998,0.776,0.0186453211289052
"5","-0.25","-0.09765625",-0.0732138940527833,0.0185492021011427,1,"ch = 0.5",0.49,0.0223562071917398,0.63,0.0215916650585359
"6","-0.25","-0.09765625",-0.0632226472799752,0.0120545694854055,1,"ch = 1",0.182,0.0172554918793989,0.306,0.0206089301032344
"7","0","0",0.000888970445793727,0.0264618196871792,0,"ch = 0.25",0.782,0.0184648855940133,0.958,0.00897061870775924
"8","0","0",0.00713549325742435,0.0216263694840224,0,"ch = 0.5",0.78,0.0185256578830551,0.938,0.0107848041243223
"9","0","0",0.0268146156554658,0.0224452293345002,0,"ch = 1",0.514,0.0223519126698366,0.78,0.0185256578830551
"10","0","0",0.00357509709168703,0.00890199693325512,1,"ch = 0.25",0.552,0.0222394244529844,0.806,0.0176841171676734
"11","0","0",0.00901438132543251,0.0102761240614273,1,"ch = 0.5",0.558,0.0222097275985096,0.75,0.0193649167310371
"12","0","0",0.0249271929903498,0.0124494108252278,1,"ch = 1",0.272,0.0199005527561422,0.482,0.0223461853567896
"13","0.25","0.31640625",0.359269164223549,0.160627001695808,0,"ch = 0.25",0.88,0.014532721699668,0.948,0.00992935043192656
"14","0.25","0.31640625",0.346021195524148,0.113996223186049,0,"ch = 0.5",0.89,0.0139928553197694,0.954,0.00936845771725528
"15","0.25","0.31640625",0.339851855346586,0.0933784366529348,0,"ch = 1",0.874,0.0148407546977908,0.958,0.00897061870775924
"16","0.25","0.31640625",0.249753527804397,0.0835595953692016,1,"ch = 0.25",0.704,0.0204148965219028,0.838,0.016477621187538
"17","0.25","0.31640625",0.247143994132857,0.0564365024529117,1,"ch = 0.5",0.52,0.0223427840700303,0.714,0.0202091068580479
"18","0.25","0.31640625",0.233115865268647,0.0378361919048976,1,"ch = 1",0.27,0.0198544705293292,0.42,0.0220726074581142
