"","v","CATE_v","mean_est","mean_SE","bias","alg","CI.80","CI.80.SE","CI.95","CI.95.SE"
"1","-0.25","-0.09765625",-0.0712979525588556,0.0863588295471985,0,"ch = 0.25",0.84,0.0366606055596467,0.96,0.0195959179422654
"2","-0.25","-0.09765625",-0.0778293759398538,0.0624000903756885,0,"ch = 0.5",0.84,0.0366606055596467,0.99,0.0099498743710662
"3","-0.25","-0.09765625",-0.0547081501640252,0.0498357376106461,0,"ch = 1",0.74,0.0438634243989226,0.94,0.0237486841740758
"4","-0.25","-0.09765625",0.00444411091826423,0.00279827465129549,1,"ch = 0.25",0,0,0,0
"5","-0.25","-0.09765625",0.00465931899400639,0.00215480405180409,1,"ch = 0.5",0,0,0,0
"6","-0.25","-0.09765625",0.00597060050203687,0.00185728929807695,1,"ch = 1",0,0,0,0
"7","0","0",0.0397869466652799,0.0909996567887364,0,"ch = 0.25",0.86,0.0346987031457949,0.98,0.014
"8","0","0",0.0679569117863818,0.0832911000026032,0,"ch = 0.5",0.85,0.0357071421427143,0.99,0.0099498743710662
"9","0","0",0.0921568720386915,0.0655052543250891,0,"ch = 1",0.47,0.0499099188538711,0.89,0.031288975694324
"10","0","0",0.0302282022235251,0.0117622206218663,1,"ch = 0.25",0.05,0.0217944947177034,0.16,0.0366606055596467
"11","0","0",0.0320073718418449,0.00859148111004485,1,"ch = 0.5",0.03,0.017058722109232,0.08,0.0271293199325011
"12","0","0",0.0350341970916374,0.00605997554214361,1,"ch = 1",0.04,0.0195959179422654,0.05,0.0217944947177034
"13","0.25","0.31640625",0.484005814350153,0.252306802455259,0,"ch = 0.25",0.89,0.031288975694324,0.97,0.017058722109232
"14","0.25","0.31640625",0.514194938033132,0.220347346711118,0,"ch = 0.5",0.87,0.0336303434416005,1,0
"15","0.25","0.31640625",0.583424008197702,0.23240342661049,0,"ch = 1",0.7,0.0458257569495584,0.98,0.014
"16","0.25","0.31640625",0.0890806832367309,0.0305222032795839,1,"ch = 0.25",0,0,0.03,0.017058722109232
"17","0.25","0.31640625",0.0941985172533958,0.0223745906501451,1,"ch = 0.5",0,0,0.01,0.0099498743710662
"18","0.25","0.31640625",0.0949719877909251,0.0152689165992314,1,"ch = 1",0,0,0,0
