"","v","CATE_v","mean_est","mean_SE","bias","alg","CI.80","CI.80.SE","CI.95","CI.95.SE"
"1","-0.25","-0.09765625",-0.154760059801701,0.107583342543209,0,"ch = 0.25",0.92,0.0271293199325011,0.98,0.014
"2","-0.25","-0.09765625",-0.146173501257845,0.0771415494285546,0,"ch = 0.5",0.86,0.0346987031457949,0.99,0.0099498743710662
"3","-0.25","-0.09765625",-0.123604927786526,0.0595637732137706,0,"ch = 1",0.87,0.0336303434416005,0.99,0.0099498743710662
"4","-0.25","-0.09765625",-0.0280515914289175,0.0146698188265007,1,"ch = 0.25",0.08,0.0271293199325011,0.15,0.0357071421427143
"5","-0.25","-0.09765625",-0.0277198838007998,0.0103195288613983,1,"ch = 0.5",0.02,0.014,0.06,0.0237486841740758
"6","-0.25","-0.09765625",-0.0242878623289918,0.00778196297912209,1,"ch = 1",0,0,0.01,0.0099498743710662
"7","0","0",0.0289285470656578,0.129476612747405,0,"ch = 0.25",0.72,0.0448998886412873,0.97,0.017058722109232
"8","0","0",-0.00522894080743758,0.0882534332610019,0,"ch = 0.5",0.78,0.041424630354416,0.99,0.0099498743710662
"9","0","0",0.0263112923964732,0.0771938706888288,0,"ch = 1",0.69,0.0462493243193887,0.97,0.017058722109232
"10","0","0",0.0552611344880632,0.0226786053226175,1,"ch = 0.25",0.11,0.031288975694324,0.21,0.0407308237088326
"11","0","0",0.0563321697831471,0.0161307529942408,1,"ch = 0.5",0.06,0.0237486841740758,0.1,0.03
"12","0","0",0.0626937676473391,0.012188113414548,1,"ch = 1",0.04,0.0195959179422654,0.04,0.0195959179422654
"13","0.25","0.31640625",0.424602966199982,0.296244719834717,0,"ch = 0.25",0.83,0.0375632799419859,0.94,0.0237486841740758
"14","0.25","0.31640625",0.47848336391837,0.276323345689542,0,"ch = 0.5",0.93,0.0255147016443461,0.99,0.0099498743710662
"15","0.25","0.31640625",0.445675189734347,0.213713763649716,0,"ch = 1",0.91,0.0286181760425084,1,0
"16","0.25","0.31640625",0.233156558300862,0.0743592904481956,1,"ch = 0.25",0.53,0.0499099188538711,0.73,0.0443959457608462
"17","0.25","0.31640625",0.228843831883493,0.0496144405699725,1,"ch = 0.5",0.37,0.0482804308182932,0.5,0.05
"18","0.25","0.31640625",0.224445272868442,0.032987566542725,1,"ch = 1",0.23,0.0420832508250016,0.37,0.0482804308182932
